rto,state,utility_name,ownership_type,program_name,program_category,customer_segment,eligible_assets,enrollment_basis,incentive_structure,incentive_value_usd,event_limits,tariff_schedule,on_peak_window,peak_offpeak_rates,export_compensation,storage_eligible,stackable_with,program_status,source_url,last_verified,confidence
MISO,MI,DTE Electric Co,IOU,Dynamic Peak Pricing Rate,CPP-PTR,Residential,Any;Battery,Closed to new,three-tier TOU plus critical peak event pricing,"Peak 10.800c non-capacity+6.398c capacity; mid-peak 5.579c+3.305c; off-peak 2.878c+1.705c; critical-peak event rate 84.200c/kWh total","Max 14 critical peak weekday events/yr, 3p-7p; requires advanced meter",Rate D1.8,Weekdays peak 3p-7p; mid-peak 7a-3p & 7p-11p; critical events called within peak window,"peak ~17.2c; mid-peak ~8.9c; off-peak ~4.6c; critical-peak event 84.2c per kWh",,Yes-restricted,Unknown,Closed to new enrollment,https://www.dteenergy.com/content/dam/dteenergy/deg/website/residential/Service-Request/pricing/residential-pricing-options/ResidentialElectricRateCard.pdf,2026-08-08,High
MISO,MI,DTE Electric Co,IOU,CoolCurrents (Interruptible Space Conditioning Rate),DR-DLC,Residential,Thermostat/AC;HeatPump,Opt-in,discounted flat rate for interruptible AC/heat pump circuit,"Jun-Oct 7.367c/kWh; Nov-May 5.237c/kWh (power supply, combined capacity+non-capacity), vs Time of Day 3-7pm on-peak rate; up to 29% savings claimed",Separately metered central AC/air-source heat pump circuit; utility may briefly interrupt during high peak demand,Rate D1.1,,,,No,DTE Smart Savers,Active,https://www.dteenergy.com/content/dam/dteenergy/deg/website/residential/Service-Request/pricing/residential-pricing-options/CoolCurrents.pdf,2026-08-08,High
MISO,MI,DTE Electric Co,IOU,Water Heating Service Rate (Controlled/Interruptible),DR-DLC,Residential,ElectricWaterHeater,Opt-in,discounted flat rate for interruptible water heater circuit,"4.902c/kWh (power supply, capacity+non-capacity combined) vs standard rates",Up to 4 hrs/day interruption; separately metered water heater circuit,Rate D5,,,,No,Unknown,Active,https://www.dteenergy.com/content/dam/dteenergy/deg/website/residential/save-money-and-energy/rebates-and-offers/water-heaters/WaterHeatingServiceRate.pdf,2026-08-08,High
MISO,MI,DTE Electric Co,IOU,Electric Vehicle Rate,EV-Rate,Residential,EV/EVSE,Closed to new,discounted flat TOU rate on separately metered EV circuit,"Peak (9a-11p weekdays) 17.359c/kWh; off-peak 4.340c/kWh (power supply, capacity+non-capacity)",Fully subscribed - new enrollment closed,Rate D1.9,Weekdays 9a-11p,on 17.359c / off 4.340c per kWh (power supply component),,No,Unknown,Closed to new enrollment,https://www.dteenergy.com/content/dam/dteenergy/deg/website/residential/Service-Request/pricing/residential-pricing-options/ResidentialElectricRateCard.pdf,2026-08-08,High
MISO,MI,DTE Electric Co,IOU,DTE Smart Charge (managed EV charging),EV-Rate,Residential,EV/EVSE,Opt-in,monthly enrollment/participation incentive for managed off-peak charging,$5/month incentive,Opt-out of any event anytime; requires enrollment in a qualifying TOU rate,N/A (managed charging platform),Charging scheduled/shifted off-peak automatically,,,No,Time of Day rates;Overnight Savers,Active,https://www.dteenergy.com/content/dam/dteenergy/deg/website/residential/Service-Request/pev/plug-in-electric-vehicles-pev/SmartChargeBrochure.pdf,2026-08-08,High
MISO,MI,DTE Electric Co,IOU,Smart Savers (BYOT Thermostat / Rush Hour Rewards / eco+),DR-BYOT,Residential,Thermostat/AC,Opt-in,annual bill credit for automated thermostat event participation,$50 bill credit per year participated,"Adjustments up to 4degF; max ~4 hrs; non-holiday weekdays throughout year; Nest customers = Rush Hour Rewards, ecobee = eco+",N/A (Wi-Fi thermostat DR program),Event days (non-holiday weekdays),,,No,CoolCurrents;DTE Smart Charge,Active,https://www.dteenergy.com/us/en/residential/save-money-energy/get-started-with/demand-response.html,2026-08-08,High
MISO,MI,DTE Electric Co,IOU,Net Metering (legacy),Export-Comp,All,Solar+Storage,Closed to new,full retail-rate credit for exported energy (legacy program),Full retail rate credit,Closed to new customers; existing sites continue for 10 years from initial billing date,Net Metering Rider,,,1:1 retail-rate net metering (legacy; grandfathered 10 yrs),Yes-restricted,Unknown,Closed to new enrollment,https://www.dteenergy.com/content/dam/dteenergy/deg/website/residential/Service-Request/pricing/residential-pricing-options/ResidentialElectricRateCard.pdf,2026-08-08,High
MISO,MI,DTE Electric Co,IOU,Distributed Generation (post-2019),Export-Comp,All,Solar+Storage,Opt-in,credit for electricity exported to grid (post-Net-Metering successor tariff),Unpublished exact c/kWh (power-supply-component credit per MI PA 342 framework),Available to on-site renewable generation customers after May 9 2019,Distributed Generation Rider,,,Credit for exported kWh at power-supply-component rate (not full retail),Yes-restricted,Unknown,Active,https://www.dteenergy.com/content/dam/dteenergy/deg/website/residential/Service-Request/pricing/residential-pricing-options/ResidentialElectricRateCard.pdf,2026-08-08,Medium
MISO,MI,DTE Electric Co,IOU,Interruptible General Service Rate,DR-Curtailment,SmallC&I,GeneralLoad,Opt-in,discounted rate for voluntary temporary load shift,Discounted vs standard D3 rate (amount unpublished),Low-to-moderate energy use businesses; shift usage when requested during Demand Response Events,Rate D3.3,,,,Yes-restricted,Unknown,Active,https://www.dteenergy.com/us/en/business/service-request/pricing/demand-response.html,2026-08-08,Medium
MISO,MI,DTE Electric Co,IOU,Interruptible Supply Rate,DR-Curtailment,LargeC&I,GeneralLoad,Opt-in,discounted primary-supply rate for contracted interruptible load,Discounted vs standard D11/D6.2 rate (amount unpublished),Businesses voluntarily shift contracted interruptible load upon request,Rate D8,,,,Yes-restricted,Unknown,Active,https://www.dteenergy.com/us/en/business/service-request/pricing/demand-response.html,2026-08-08,Medium
MISO,MI,DTE Electric Co,IOU,Interruptible Supply Rider (Rider 10),DR-Curtailment,LargeC&I,GeneralLoad,Opt-in,discounted rate for large contracted load reduction,Discounted vs D11/D6.2 (amount unpublished),Customers reduce between 50000 and 400000 kWh at a single location during Demand Response Events,Rider 10,,,,Yes-restricted,Unknown,Active,https://www.dteenergy.com/us/en/business/service-request/pricing/demand-response.html,2026-08-08,Medium
MISO,MI,DTE Electric Co,IOU,Capacity Release Rider (Rider 12),DR-Curtailment,SmallC&I;LargeC&I,GeneralLoad,Opt-in,discount for interruptible load capacity release,Discounted rate (amount unpublished),Customers able to interrupt at least 100 kWh at a single location,Rider 12,,,,Yes-restricted,Unknown,Active,https://www.dteenergy.com/us/en/business/service-request/pricing/demand-response.html,2026-08-08,Medium
MISO,MI,DTE Electric Co,IOU,Metal Melting Rider (Rider 1.1),DR-Curtailment,LargeC&I,GeneralLoad,Opt-in,discounted rate for interruptible electric furnace load,Discounted vs D3/D4/D8/D11 (amount unpublished),Electric furnaces for metal melting/reducing ores/holding operations; separate interruptible meter required,Rider 1.1,,,,Yes-restricted,Unknown,Active,https://www.dteenergy.com/us/en/business/service-request/pricing/demand-response.html,2026-08-08,Medium
MISO,MI,Upper Peninsula Power Company (UPPCO),IOU,Residential Service (A-1),TOU-Rate,Residential,Any,Default,flat energy rate; no time-of-use option offered,Distribution $0.13567/kWh flat + optional power supply $0.08567 non-capacity + $0.00623 capacity per kWh,No TOU rate schedule found for residential; flat rate year-round,Rate A-1 (MPSC Vol No. 8-Electric),None (flat rate; no on/off-peak differentiation),Flat $0.13567/kWh distribution + $0.0919/kWh power supply (combined),,No,Unknown,Active,https://d2x43qaqyo0a2i.cloudfront.net/D.-A-1-_-Residential-Service-_-Dec-20-2024.pdf,2026-08-08,High
MISO,MI,Upper Peninsula Power Company (UPPCO),IOU,Large Light and Power Response Rewards (CP-RR),CPP-PTR,LargeC&I,GeneralLoad;Battery,Opt-in,voluntary TOU rate with critical-peak pricing adder,"On-peak $0.08080-0.09031/kWh + demand $7.20-8.04/kW; off-peak $0.04891-0.05467/kWh; critical-peak $0.44734-0.50000/kWh (up to 300 hrs/yr at company discretion, 2-8 hr events, 1hr notice)",Limited to 10 participating customers; min 1-yr commitment; must qualify for Cp-U rate,Rate CP-RR (MPSC Vol No. 8-Electric),Weekdays 7a-11p (on-peak); critical-peak called anytime within on/off-peak,"on $0.081-0.090/kWh / off $0.049-0.055/kWh; critical-peak $0.447-0.500/kWh",,Yes-restricted,Unknown,Active,https://d2x43qaqyo0a2i.cloudfront.net/Large-Light-and-Power-Response-Rewards-_-CP-RR.pdf,2026-08-08,High
MISO,MI,Upper Peninsula Power Company (UPPCO),IOU,Commercial Power Interruptible Rider (CP-I),DR-Curtailment,SmallC&I;LargeC&I,GeneralLoad,Opt-in,demand charge credit for contracted interruptible load; economic + emergency interruptions,Demand credit per contracted interruptible kW (amount set via Cp-U system demand charge less credit; not separately published),"Min 5-yr contract, 2-yr cancellation notice; max 600 hrs interruption/yr; EITP >= $0.06/kWh or 1.25x gas-fired cost; penalty $90/kW for non-compliance",Rider CP-I (MPSC Vol No. 8-Electric),Applies to WP-3 or Cp-U customers,,,Yes-restricted,Capacity Buyback Rider (CP-IB),Active,https://d2x43qaqyo0a2i.cloudfront.net/Commercial-Power-Interruptible-Rider-_-CP-I.pdf,2026-08-08,High
MISO,MI,Upper Peninsula Power Company (UPPCO),IOU,Capacity Buyback Rider (CP-IB),DR-Curtailment,LargeC&I,GeneralLoad,Opt-in,bid-based demand credit for short-term (up to 24-month) interruptible capacity,Demand credit per kW per customer bid (company selects lowest effective demand credit bids first),Special contract up to 24 months; capped at or below customer's normal Cp-I demand credit; acceptance at company discretion,Rider CP-IB (MPSC Vol No. 8-Electric),,,,Yes-restricted,Commercial Power Interruptible Rider (CP-I),Active,https://d2x43qaqyo0a2i.cloudfront.net/Capacity-Buyback-Rider-_-CP-IB.pdf,2026-08-08,High
MISO,MI,Upper Peninsula Power Company (UPPCO),IOU,Real-Time Market Pricing (RTMP),RTP-Rate,LargeC&I,GeneralLoad;Battery,Opt-in,hourly LMP-indexed energy price plus adder,Real-time or day-ahead MISO LMP plus applicable MISO fees/credits plus $1.00/MWh; generation credited at LMP less $1/MWh for customer generation exceeding load,"Customer must interconnect directly with ATC and have demand >1,000 kW; min 1-yr contract; penalty $40/kW for non-compliant interruption",Rate RTMP (MPSC Vol No. 8-Electric),,,,Yes-restricted,Unknown,Active,https://d2x43qaqyo0a2i.cloudfront.net/D.-RTMP-Real-Time-Market-Pricing-_-Jul-06-2023.pdf,2026-08-08,High
MISO,MI,Upper Peninsula Power Company (UPPCO),IOU,Parallel Generation Net Metering Program (PG-NM/PG-1M),Export-Comp,All,Solar+Storage,Closed to new,full retail-rate credit for monthly net excess generation,Full retail rate (distribution + power supply) credit; $25 one-time application fee,Generator <=20 kW; program capped at 1% of prior-year system peak demand (0.5% for <=20kW / 0.5% for >20kW); closed to new participants per DG Rider (legacy participants continue 10 yrs from participation date),Rate PG-NM (MPSC Vol No. 8-Electric),,,1:1 full retail-rate net metering (legacy; grandfathered 10 yrs from participation date),Yes-restricted,Distributed Generation Rider,Closed to new enrollment,https://d2x43qaqyo0a2i.cloudfront.net/D.-Parallel-Generation-Net-Metering-Program_Sep-27-2023.pdf,2026-08-08,High
MISO,MI,Upper Peninsula Power Company (UPPCO),IOU,Distributed Generation Rider (DG),Export-Comp,All,Solar+Storage,Opt-in,inflow billed at retail rate; outflow (export) credited separately,Outflow credit rate not published in available tariff excerpt (billed via Inflow-Outflow mechanism per rate schedule attached),"Category 1 <=20kW / Category 2 20-550kW; generation <=110% of trailing 12-mo consumption; combined DG+Net Metering program capped at 10% of Company's 5-yr avg peak demand (50%/50% split by category); customer retains RECs",Rider DG (MPSC Vol No. 8-Electric),,,"Inflow-Outflow metering; outflow (export) credited to next bill, unused credit carried forward; RECs remain with customer",Yes-restricted,Unknown,Active,https://d2x43qaqyo0a2i.cloudfront.net/D.-Distributed-Generation-Rider_-DG-_-Apr-29-2025.pdf,2026-08-08,Medium
MISO,MI,Holland Board of Public Works,Municipal,Time-of-Use Rate for Residential EV Owners,EV-Rate,Residential,EV/EVSE,Opt-in,three-tier TOU rate for whole-home service,"On-peak $0.1200/kWh; mid-peak $0.0480 (Nov-Apr)/$0.0589 (May-Oct); off-peak $0.0301/kWh; plus delivery $0.0422/kWh",Must own/lease a plug-in EV,Rate for PEV owners (Electric Rate Book),Weekdays on-peak 10a-6p; mid-peak 8a-10a & 6p-10p; off-peak 10p-8a; weekends/holidays off-peak,on $0.1200 / mid $0.0480-0.0589 / off $0.0301 per kWh (plus delivery $0.0422/kWh all hours),,Yes,Distributed Generation Program,Active,https://www.hollandbpw.com/en/customer-service/rates/residential,2026-08-08,High
MISO,MI,Holland Board of Public Works,Municipal,Distributed Generation Program - Rate A,Export-Comp,Residential,Solar+Storage,Opt-in,inflow billed at retail rate; outflow credited at Distributed Energy Value,"Distributed Energy Value $0.0524/kWh (Nov-Apr) / $0.0725/kWh (May-Oct)",Outflow credit can offset energy/delivery/capacity/readiness charges same billing period only; no credit carryover to future billings,Rate A (Distributed Generation),,,"Inflow-outflow billing; export credited at Distributed Energy Value (~5.2-7.3c/kWh), no banking of unused credits",Yes-restricted,Time-of-Use EV Rate,Active,https://www.hollandbpw.com/en/customer-service/rates/residential,2026-08-08,High
MISO,MI,Traverse City Light & Power,Municipal,Residential Eco Champion,TOU-Rate,Residential,GeneralLoad;Battery;EV/EVSE,Default,time-of-use energy charge plus fixed customer charge,$13.50/month customer charge plus on/off-peak per-kWh energy rates (exact cents/kWh not published in text; shown only as graphic on utility site),Shorter on-peak window than Eco Steady; on-peak rate lowest Oct-May; customers locked in for 12 consecutive months once selected,Residential Eco Champion (Phase-In and Non-Phase-In options),Weekdays: summer on-peak after 1pm-5pm excluded (on-peak roughly 1p-5p not on-peak); winter on-peak 8a-8p excluded as off-peak (i.e. on-peak outside those windows); weekends/holidays off-peak,Not published in accessible text (rate graphic only),,Yes,Customer Generation Program;Demand Response Program,Active,https://www.tclp.org/time-of-use-rates/residential/eco-champion/,2026-08-08,Medium
MISO,MI,Traverse City Light & Power,Municipal,Residential Eco Steady,TOU-Rate,Residential,GeneralLoad;Battery;EV/EVSE,Opt-in,time-of-use energy charge plus fixed customer charge,$13.50/month customer charge plus on/off-peak per-kWh energy rates (exact cents/kWh not published in accessible text; shown only as graphic on utility site),More moderate on-peak window than Eco Champion; on-peak rate lowest Oct-May; customers locked in for 12 consecutive months once selected,Residential Eco Steady (Phase-In and Non-Phase-In options),Weekdays summer on-peak 11a-6p excluded as off-peak; winter on-peak 8a-8p excluded as off-peak; weekends/holidays off-peak,Not published in accessible text (rate graphic only),,Yes,Customer Generation Program;Demand Response Program,Active,https://www.tclp.org/time-of-use-rates/residential/eco-steady/,2026-08-08,Medium
MISO,MI,Traverse City Light & Power,Municipal,Demand Response Program (via Voltus),DR-Curtailment,"SmallC&I;LargeC&I",GeneralLoad;Battery;Generator,Opt-in,$/kW-yr performance payment for load curtailment during grid-stress events,"Up to $5,000 per 100kW per year (~$50/kW-yr); no cost to enroll",Standby payment even if event never called; exact event frequency/duration set by Voltus/MISO,Third-party aggregator agreement (Voltus),,,,Yes,Time of Use rates;Customer Generation Program,Active,https://www.tclp.org/demand-response-program/,2026-08-08,Medium
MISO,MI,Traverse City Light & Power,Municipal,Customer Generation Program (DER Interconnection / Net Billing),Export-Comp,All,Solar+Storage,Opt-in,net billing; interconnection application-based,"$100 one-time application fee; additional study fee if installation >500kW; export credit rate not published in accessible program description",Installations >500kW may require in-depth interconnection study with added fees; legacy Net Metering Program closed to new applicants,DER Interconnection Agreement (formerly Net Metering),,,"Net billing (successor to Net Metering, closed to new); export credit mechanism/rate not published in fetched materials",Yes-restricted,Time of Use rates;Demand Response Program,Active,https://www.tclp.org/der-2/,2026-08-08,Medium
MISO,MI,Lansing Board of Water & Light,Municipal,Standard Residential Electric Service (RES1),TOU-Rate,Residential,GeneralLoad;Battery;EV/EVSE,Default,default time-of-use energy rate; flat year-round (no seasonal differential),On-peak $0.1740/kWh; off-peak $0.1504/kWh; plus $22.50/month basic service charge,Rates do not vary by season,Rate RES1,Weekdays 1pm-8pm on-peak; all other hours plus weekends/6 NERC/MISO holidays off-peak,on $0.1740 / off $0.1504 per kWh (year-round),,Yes,Peak Power Partner;Distributed Generation Program,Active,https://www.lbwl.com/customers/pay-bill/understanding-time-use-rates,2026-08-08,High
MISO,MI,Lansing Board of Water & Light,Municipal,Off-Peak Savers Rate (RESTOU),TOU-Rate,Residential,GeneralLoad;Battery;EV/EVSE,Opt-in,optional seasonal time-of-use rate with wider on/off-peak spread than default RES1,"Summer: on-peak $0.3047/kWh, off-peak $0.1171/kWh; Winter: on-peak $0.1826/kWh, off-peak $0.1194/kWh; plus $25.00/month basic service charge",Summer Jun-Sep; Winter Oct-May,Rate RESTOU,Weekdays 1pm-8pm on-peak; all other hours plus weekends/holidays off-peak,"summer on $0.3047/off $0.1171; winter on $0.1826/off $0.1194 per kWh",,Yes,Peak Power Partner;Distributed Generation Program,Active,https://www.lbwl.com/documents/2025-residential-electric,2026-08-08,High
MISO,MI,Lansing Board of Water & Light,Municipal,Off-Peak Savers Standard Small Commercial Electric Service (SCTOU),TOU-Rate,SmallC&I,GeneralLoad;Battery,Opt-in,optional seasonal time-of-use rate for small secondary-voltage commercial customers,"Summer: on-peak $0.2976/kWh, off-peak $0.1388/kWh; Winter: on-peak $0.1901/kWh, off-peak $0.1410/kWh; plus $38.00/month basic service charge",Summer Jun-Sep; Winter Oct-May,Rate SCTOU,Weekdays 10am-6pm on-peak; all other hours off-peak,"summer on $0.2976/off $0.1388; winter on $0.1901/off $0.1410 per kWh",,Yes,Unknown,Active,https://www.lbwl.com/documents/2025-business-electric,2026-08-08,High
MISO,MI,Lansing Board of Water & Light,Municipal,Off-Peak Savers Standard Midsize Commercial Electric Service (MCTOU),TOU-Rate,SmallC&I,GeneralLoad;Battery,Opt-in,optional seasonal time-of-use rate for three-phase secondary-voltage commercial customers with demand charge,"Summer: on-peak $0.2771/kWh, off-peak $0.0742/kWh; Winter: on-peak $0.1516/kWh, off-peak $0.0768/kWh; plus $14.00/kW demand charge (all kW) and $75.00/month basic service charge",Summer Jun-Sep; Winter Oct-May,Rate MCTOU,Weekdays 10am-6pm on-peak; all other hours off-peak,"summer on $0.2771/off $0.0742; winter on $0.1516/off $0.0768 per kWh (plus $14/kW demand)",,Yes,Unknown,Active,https://www.lbwl.com/documents/2025-business-electric,2026-08-08,High
MISO,MI,Lansing Board of Water & Light,Municipal,Standard Midsize Commercial Electric Service (MC1),Demand-Charge,SmallC&I,GeneralLoad;Battery,Default,flat energy rate plus per-kW demand charge with power-factor penalty,"$15.50/kW Max Demand for all kW above 15 kW (summer) or $14.00/kW for all kW of Maximum Demand (winter); power factor penalty 0-10% below 0.900 PF; plus $75.00/month basic service charge",Applies to three-phase secondary-voltage commercial customers,Rate MC1,,,,Yes,Unknown,Active,https://www.lbwl.com/documents/2025-business-electric,2026-08-08,High
MISO,MI,Lansing Board of Water & Light,Municipal,Peak Power Partner Demand Response Program,DR-BYOT,"Residential;SmallC&I",Thermostat/AC,Opt-in,flat enrollment bonus plus annual performance bonus for smart thermostat participation,"$50 check upon enrollment; $25 check at year-end if opted-in to at least 50% of yearly energy events",Events triggered weekdays only during high-cost periods; thermostat adjusted 2-4 degrees for up to 4 hours; customer can override/opt-out of individual events,Peak Power Partner Program,,,,Unclear,RES1;RESTOU;Distributed Generation Program,Active,https://www.lbwl.com/customers/save-money-energy/peak-power-partner-demand-response-program,2026-08-08,High
MISO,MI,Lansing Board of Water & Light,Municipal,Distributed Generation Program (Solar Outflow Credit),Export-Comp,All,Solar+Storage,Opt-in,inflow billed at retail rate; outflow credited via itemized outflow credit combining energy/capacity/REC value,"Total outflow credit $0.075/kWh (Average on-peak energy cost $0.050 + MISO capacity credit avg $0.012 + REC value $0.013, based on 2021-2023 averages); plus solar installation rebate $500/kW up to $2,000 (4kW max)",Interconnection Application and Rules & Regulations compliance required; installations may include storage per interconnection application,Renewable Energy Distributed Generation Rider (DG),,,"Outflow credited at $0.075/kWh (energy + capacity + REC components); inflow billed at standard retail rate",Yes-restricted,Peak Power Partner;RES1;RESTOU,Active,https://www.lbwl.com/customers/save-money-energy/install-my-own-solar,2026-08-08,High
MISO,MI,Lansing Board of Water & Light,Municipal,Separately Metered Plug-In Electric Vehicle Charging Residential Electric Service (RES22),EV-Rate,Residential,EV/EVSE,Opt-in,separately metered EV charging rate (structure/rate not published in accessible tariff excerpt),Rate figures not published in extracted tariff text; requires separate EV meter,,Rate RES22,,,,Yes,RES1;RESTOU,Active,https://www.lbwl.com/documents/2025-residential-electric,2026-08-08,Low
MISO,MI,Upper Michigan Energy Resources (UMERC),IOU,Residential Full Requirements Time-of-Use Rate (Rg2),TOU-Rate,Residential,GeneralLoad;Battery;EV/EVSE,Opt-in,time-of-use energy rate mirroring parent We Energies/WPS Wisconsin tariff structure,Rate figures not published in extracted MPSC No. 1 tariff excerpt (index/table-of-contents level only),,"Rate Rg2 (MPSC No. 1 - Electric, WEPCo and WPSC Rate Zones)",,,,Yes,Distributed Generation Program (DG-1),Active,https://www.uppermichiganenergy.com/rates/umerc-electric-rates.pdf,2026-08-08,Low
MISO,MI,Upper Michigan Energy Resources (UMERC),IOU,Large Commercial & Industrial Service Interruptible Rider (Cp-I),DR-Curtailment,LargeC&I,GeneralLoad;Battery;Generator,Opt-in,bill credit/discount in exchange for agreeing to curtail load on request,Rate figures not published in extracted MPSC No. 1 tariff excerpt (index/table-of-contents level only),,"Rider Cp-I (MPSC No. 1 - Electric, WEPCo and WPSC Rate Zones)",,,,Yes,Distributed Generation Program (DG-1),Active,https://www.uppermichiganenergy.com/rates/umerc-electric-rates.pdf,2026-08-08,Low
MISO,MI,Upper Michigan Energy Resources (UMERC),IOU,Distributed Generation Program (DG-1),Export-Comp,All,Solar+Storage,Opt-in,inflow billed at retail rate; outflow credited at Power Supply Energy Charges (not full retail),"Outflow credited at underlying base rate's Power Supply Energy Charges including PSCR Factor (not full retail rate); $50 application fee (waived if transitioning from legacy net metering)","Category 1 <=20kWac / Category 2 20-550kWac; generation <=110% of trailing 12-mo usage; combined DG + Net Metering + Modified Net Metering program capped at 10% of Company's 5-yr avg in-state peak load (>=50% for Category 1, <=50% for Category 2)","Rider DG-1 (MPSC No. 1, Case No. U-21790)",,,"Inflow-outflow metering; outflow credited at Power Supply Energy Charges + PSCR only (not full retail); unused credit carried forward, non-transferable; customer retains RECs",Yes-restricted,Rg2;Cp-I,Active,https://www.we-energies.com/services/pdf/customer_owned_generation_dg1.pdf,2026-08-08,High
MISO,MI,Cloverland Electric Cooperative,Cooperative,EV Rate,EV-Rate,Residential,EV/EVSE,Opt-in,separately available residential rate with lower energy-capacity charge and per-kW demand charge in exchange,"Facility charge $28.00/month; energy charge $0.04330/kWh; energy-capacity charge $0.0176/kWh; energy optimization $0.00197/kWh; demand rate $4.33/kW (based on single highest 1-hr reading 8am-9pm)",No change to EV rate in 2026-2028 phased general rate adjustment,EV Rate,8am-9pm demand window,energy $0.04330/kWh + capacity $0.0176/kWh (vs. standard residential capacity charge $0.04873/kWh),,Yes,Distributed Energy Resource Program,Active,https://www.cloverland.com/energy-solutions/electric-vehicles/,2026-08-08,High
MISO,MI,Cloverland Electric Cooperative,Cooperative,Distributed Energy Resource (DER) Program,Export-Comp,All,Solar+Storage,Opt-in,net billing; excess generation credited at retail energy rate (Net Excess Generation),"Level 1 (0-20 kWAC) and Level 2 (>20-150 kWAC) DERs receive full retail rate credit on excess generation delivered to grid, excluding facility/demand charges; Level 3-5 (>150kWAC) generation sale negotiated or sold on open market",Generation sized not to exceed member's annual energy needs (Level 1/2); non-refundable application fee for interconnection,DER-F003 Interconnection Application (5-tier DER program per MPSC interconnection rules R460.901-460.992),,,"Net Excess Generation (NEG) credited at full retail energy rate (excludes facility/demand charges); credits roll over indefinitely, do not expire",Yes-restricted,EV Rate,Active,https://www.cloverland.com/energy-solutions/der/,2026-08-08,High
MISO,MI,Cloverland Electric Cooperative,Cooperative,General Service 1 / General Service 3 Demand Rate,Demand-Charge,SmallC&I,GeneralLoad;Battery,Default,per-kW demand charge based on single highest hourly reading during defined window,"GS1 demand rate $5.01/kW (2026) rising to $8.43 (2027)/$12.19 (2028); GS3 demand rate $4.85/kW (2026) rising to $7.76 (2027)/$10.96 (2028); plus energy and energy-capacity charges",Demand determined by single highest one-hour reading in billing cycle 8am-9pm,General Service 1 (GS1) / General Service 3 (GS3),8am-9pm demand window,,,Yes,EV Rate;Distributed Energy Resource Program,Active,https://www.cloverland.com/billing-payments/rates-charges/,2026-08-08,High
MISO,MI,Great Lakes Energy Cooperative,Cooperative,Distributed Renewable Energy Program,Export-Comp,All,Solar+Storage,Opt-in,inflow billed at retail rate; outflow (excess generation) credited at fixed per-kWh rate,Credit of $0.056/kWh for excess generation placed on the grid; retail offset for kWh produced and used onsite,10-year agreement; 20kW system size cap; self-supplied energy not flowing onto grid is not displayed/credited separately,Distributed Renewable Energy (DRE) Tariff,,,"Net billing; excess generation credited at $0.056/kWh (below full retail rate); self-consumed solar offsets usage 1:1",Yes-restricted,Buy-All/Sell-All;Large Renewable Energy,Active,https://www.gtlakes.com/wp-content/uploads/2026/03/DRE-Tariff-begins-12-1-25.pdf,2026-08-08,High
MISO,MI,Great Lakes Energy Cooperative,Cooperative,Buy-All / Sell-All Program,Export-Comp,All,Solar+Storage,Opt-in,cooperative purchases 100% of on-site generation at a fixed per-kWh rate (customer remains a full retail purchaser separately),$0.065/kWh for all electricity generated and placed on the grid,20-year agreement; 100kW system size cap; system must be on customer premises,Buy-All/Sell-All (BASA) Tariff,,,"Cooperative buys 100% of generation at $0.065/kWh flat (not net metering — customer is a distinct generator/seller)",Yes-restricted,Distributed Renewable Energy Program;Large Renewable Energy,Active,https://www.gtlakes.com/wp-content/uploads/2026/03/BASA-Tariff-begins-12-1-25.pdf,2026-08-08,High
MISO,MI,Great Lakes Energy Cooperative,Cooperative,Large Renewable Energy Program,Export-Comp,LargeC&I,Solar+Storage,Opt-in,cooperative purchases excess/self-supplied generation at market value (production-weighted average LMP),Annual credit paid at production-weighted average LMP for excess electricity purchased,10-year agreement; 1MW system size cap; on-premises generation only,Large Renewable Energy (LRE) Program Tariff,,,"Excess generation credited annually at production-weighted average LMP (wholesale market-indexed, not fixed retail rate)",Yes-restricted,Distributed Renewable Energy Program;Buy-All/Sell-All,Active,https://www.gtlakes.com/wp-content/uploads/2026/05/Large-Renewable-Energy-Program-Tariff-LRE.pdf,2026-08-08,High
MISO,MI,Indiana Michigan Power - Michigan,IOU,Residential PEV Off-Peak Charging (RS-PEV Options 1/2/3),EV-Rate,Residential,EV/EVSE,Opt-in,"discounted off-peak per-kWh rate for EV charging (whole-house TOU, separately-metered TOU, or submetered TOU options) plus one-time incentive","$500 signup incentive; Option 1 (Tariff 057) on-peak 26.687 cents/kWh, off-peak 7.796 cents/kWh; Option 2 (Tariff 058) same rates + $7.58/mo meter fee; Option 3 (Tariff 059, most common) standard rate 16.424 cents/kWh daytime + discounted 8.424 cents/kWh overnight submetered rate",Must own/lease MI-registered PEV acquired after Jan 2020; Level 2 charger required; submeter installed free by I&M (customer pays electrician for submeter base),"Tariff 057 / Tariff 058 / Tariff 059 (RS Tariff 015 base)","Option 1/2: weekdays 7am-9pm on-peak; 9pm-7am + weekends off-peak. Option 3: 11pm-6am daily off-peak","Option 1/2: on 26.687 cents / off 7.796 cents per kWh; Option 3: standard 16.424 cents daytime / off-peak 8.424 cents overnight (EV only, submetered)",,Yes,DG Rider;Net Metering Service Rider 1 (NMS-1),Active,https://www.indianamichiganpower.com/clean-energy/electric-cars/charge-at-home-michigan,2026-08-08,High
